sex,age_cat,race,score
Male,25 - 45,Caucasian,0.7902040130304651
Male,25 - 45,Hispanic,0.7902039260509931
Male,25 - 45,Caucasian,0.7902039068367384
Male,25 - 45,Caucasian,0.7902038038104472
Male,25 - 45,Caucasian,0.7902036982795885
Male,Greater than 45,Caucasian,0.7902036904014298
Male,25 - 45,Caucasian,0.7902034874813412
Male,Greater than 45,African-American,0.7902033935863735
Male,25 - 45,Caucasian,0.7902030815995382
Female,25 - 45,Caucasian,0.7902030396684646
Female,25 - 45,African-American,0.7902030182741571
Male,25 - 45,Caucasian,0.7902024252849829
Male,Greater than 45,Caucasian,0.7865509039529099
Male,Greater than 45,African-American,0.7865486042870126
Male,Greater than 45,African-American,0.7850890590126567
Male,25 - 45,African-American,0.7850889871120392
Male,25 - 45,African-American,0.7850887715859475
Male,25 - 45,African-American,0.7850880765439754
Female,Greater than 45,African-American,0.7850879942896521
Male,25 - 45,Caucasian,0.7850876282594166
Male,Greater than 45,Caucasian,0.7850876248141259
Male,25 - 45,Hispanic,0.7850874756012745
Male,Greater than 45,African-American,0.7850869663065844
Male,Greater than 45,African-American,0.7850862222161371
Male,25 - 45,Other,0.7850858072208199
Male,Greater than 45,African-American,0.7850856997966215
Male,25 - 45,African-American,0.7836278280405371
Male,25 - 45,Caucasian,0.7836273790104233
Male,25 - 45,African-American,0.7836264000315039
Male,25 - 45,African-American,0.7836262518502356
Female,25 - 45,Caucasian,0.7836261382342986
Male,Greater than 45,Caucasian,0.7836260644325016
Female,25 - 45,Caucasian,0.7836260372302996
Male,25 - 45,Hispanic,0.7836259769027911
Female,25 - 45,African-American,0.7836259454060148
Male,Greater than 45,Caucasian,0.7836259242774465
Male,25 - 45,African-American,0.7836258830173549
Male,25 - 45,Caucasian,0.7836258363066183
Female,25 - 45,Caucasian,0.7836256638926861
Male,Greater than 45,African-American,0.7836255609290546
Male,25 - 45,Caucasian,0.783625404741931
Male,25 - 45,Caucasian,0.7836253483663658
Female,25 - 45,African-American,0.7836252646181529
Male,25 - 45,Hispanic,0.7836252144018292
Male,25 - 45,Hispanic,0.7836251027648347
Male,25 - 45,Caucasian,0.7836250474703569
Male,25 - 45,Caucasian,0.7836248983273654
Male,25 - 45,African-American,0.7836248772497924
Male,25 - 45,Caucasian,0.7836247162246734
Female,25 - 45,Caucasian,0.783624663516874
Male,25 - 45,African-American,0.7836246280555995
Male,25 - 45,Hispanic,0.7836244891894268
Male,25 - 45,African-American,0.7836244354114139
Female,25 - 45,African-American,0.7836243753784154
Male,25 - 45,Caucasian,0.7836242446049545
Female,25 - 45,African-American,0.7836234580572556
Male,25 - 45,Other,0.7799712308232034
Male,Greater than 45,Other,0.7785096802050734
Male,Greater than 45,Caucasian,0.7785093413648211
Male,Greater than 45,Caucasian,0.778508856941343
Male,Greater than 45,Caucasian,0.7785086559067282
Male,25 - 45,African-American,0.7785084144653774
Female,Greater than 45,African-American,0.7785080456341809
Male,25 - 45,African-American,0.7785078876240501
Female,Greater than 45,African-American,0.7785076628218326
Male,25 - 45,African-American,0.7785064873687891
Male,25 - 45,African-American,0.7770487908297021
Male,25 - 45,African-American,0.7770482886660077
Male,Greater than 45,African-American,0.7770481909838411
Female,25 - 45,Caucasian,0.7770475942557236
Male,Greater than 45,African-American,0.7770475926017173
Female,25 - 45,Hispanic,0.777047408180084
Male,25 - 45,Hispanic,0.7770471599572836
Male,25 - 45,African-American,0.7770469918713332
Male,Greater than 45,Caucasian,0.77704673193457
Male,25 - 45,Caucasian,0.7770466449352645
Male,Greater than 45,African-American,0.777046550768589
Female,25 - 45,Caucasian,0.7770465480067255
Male,Greater than 45,African-American,0.7770465453040769
Male,Greater than 45,Caucasian,0.7770463334060487
Male,25 - 45,Caucasian,0.7770462978107238
Male,25 - 45,Caucasian,0.7770462725874467
Male,Greater than 45,Caucasian,0.777046253307054
Male,Greater than 45,Caucasian,0.7770460544041408
Male,25 - 45,African-American,0.7770460183049669
Male,25 - 45,Caucasian,0.7770459540279095
Male,25 - 45,African-American,0.7770459098150695
Male,25 - 45,Hispanic,0.7770455422821111
Male,25 - 45,Caucasian,0.7770453903203085
Male,Greater than 45,Caucasian,0.7770451688257675
Male,25 - 45,Caucasian,0.77339182209385
Male,Greater than 45,African-American,0.7733901473404058
Male,25 - 45,African-American,0.7719305354587699
Male,25 - 45,Hispanic,0.7719302094317554
Male,Greater than 45,African-American,0.7719300274916059
Male,25 - 45,Other,0.7719297399583661
Male,Greater than 45,Caucasian,0.7719290276932745
Male,25 - 45,Other,0.7704694299732011
Male,25 - 45,African-American,0.7704692660663842
Male,25 - 45,Other,0.7704690635616971
Female,Greater than 45,Caucasian,0.7704690026663704
Male,Greater than 45,Caucasian,0.7704688334501745
Male,25 - 45,African-American,0.770468129590613
Male,25 - 45,Caucasian,0.7704680518064909
Male,Greater than 45,African-American,0.7704677677528743
Male,25 - 45,African-American,0.7704674186335131
Male,25 - 45,African-American,0.7704672679496914
Male,Greater than 45,Caucasian,0.770467052583282
Male,25 - 45,Caucasian,0.7690080700373337
Male,25 - 45,Other,0.7690077744029804
Male,25 - 45,African-American,0.7690077433752732
Male,25 - 45,African-American,0.7690076107611313
Male,25 - 45,African-American,0.7690075754401201
Male,25 - 45,African-American,0.7690075618847851
Male,25 - 45,Caucasian,0.7690074368478796
Male,25 - 45,African-American,0.769007337387754
Male,Less than 25,Caucasian,0.7690072660147073
Male,Less than 25,African-American,0.7690072393990016
Male,25 - 45,African-American,0.7690071641559
Male,25 - 45,Caucasian,0.7690071575475276
Male,25 - 45,African-American,0.7690071247537476
Male,25 - 45,Hispanic,0.7690071213585954
Male,25 - 45,Caucasian,0.7690071201244052
Male,Less than 25,Hispanic,0.7690071161581419
Male,25 - 45,Caucasian,0.769007090855183
Male,Less than 25,Hispanic,0.7690070185388895
Male,25 - 45,Caucasian,0.7690068852835872
Male,Greater than 45,African-American,0.769006859140236
Male,25 - 45,African-American,0.7690068503822353
Male,25 - 45,Caucasian,0.7690068488225156
Male,25 - 45,Other,0.7690068151579803
Female,25 - 45,Other,0.7690067760043429
Male,25 - 45,African-American,0.7690067665495466
Male,Less than 25,Caucasian,0.769006757058305
Male,25 - 45,Caucasian,0.7690067342886047
Male,25 - 45,African-American,0.7690067202737292
Male,25 - 45,African-American,0.769006691417705
Male,25 - 45,Caucasian,0.769006666259382
Male,25 - 45,Caucasian,0.7690066511225635
Male,25 - 45,Caucasian,0.7690066088818853
Male,25 - 45,African-American,0.7690065767431438
Male,25 - 45,African-American,0.7690065656528025
Male,25 - 45,Other,0.7690065635749594
Male,Less than 25,Caucasian,0.769006515032777
Male,25 - 45,African-American,0.7690064969859882
Female,25 - 45,Caucasian,0.7690064882260397
Male,Less than 25,African-American,0.7690064671402509
Male,25 - 45,Caucasian,0.7690063906404699
Female,25 - 45,African-American,0.7690063282129331
Male,25 - 45,Other,0.7690063246590919
Male,25 - 45,Caucasian,0.7690063206750678
Male,Less than 25,Caucasian,0.7690062901665942
Female,Greater than 45,African-American,0.7690062899609114
Male,25 - 45,Hispanic,0.7690062879139774
Female,Less than 25,African-American,0.7690062794786534
Male,25 - 45,Caucasian,0.7690062567605844
Male,25 - 45,Caucasian,0.7690062408382967
Male,25 - 45,Caucasian,0.7690062213308114
Male,25 - 45,African-American,0.7690062211971229
Female,25 - 45,Hispanic,0.7690062192030969
Female,25 - 45,African-American,0.769006199314773
Male,25 - 45,African-American,0.7690061262164933
Female,Greater than 45,African-American,0.7690061119311578
Male,Less than 25,Caucasian,0.7690060581298767
Male,Less than 25,African-American,0.7690060550370463
Male,25 - 45,Caucasian,0.7690060203154404
Male,25 - 45,Hispanic,0.7690060109421851
Male,25 - 45,Caucasian,0.7690060056140172
Female,25 - 45,African-American,0.7690059864399265
Female,25 - 45,Caucasian,0.7690059371132971
Male,25 - 45,Other,0.7690058977508563
Male,25 - 45,Caucasian,0.7690058920535084
Female,Less than 25,African-American,0.76900588051551
Female,Less than 25,African-American,0.7690058732852085
Male,Less than 25,Caucasian,0.7690058593725072
Male,Less than 25,Hispanic,0.7690058474737549
Male,25 - 45,Caucasian,0.7690058362219433
Male,Less than 25,African-American,0.7690058313077759
Male,Less than 25,Asian,0.7690058176114087
Male,25 - 45,Caucasian,0.7690058116456485
Male,25 - 45,Hispanic,0.7690057942011933
Male,Less than 25,African-American,0.769005789536064
Male,25 - 45,Caucasian,0.7690057890542138
Male,Less than 25,Caucasian,0.7690057564522126
Male,25 - 45,Caucasian,0.7690057272686133
Male,25 - 45,Other,0.7690057171394806
Male,Less than 25,Caucasian,0.7690056946339834
Male,25 - 45,Caucasian,0.7690056814784582
Male,25 - 45,African-American,0.7690056709694117
Male,25 - 45,African-American,0.7690056630364563
Male,25 - 45,Caucasian,0.7690056112333381
Male,25 - 45,African-American,0.7690055965333075
Male,Less than 25,African-American,0.7690055477813653
Male,Less than 25,Other,0.7690055268504357
Male,Less than 25,Caucasian,0.769005500467952
Male,25 - 45,Hispanic,0.7690054818638911
Male,25 - 45,African-American,0.7690054733062024
Male,25 - 45,Caucasian,0.7690054541332714
Male,25 - 45,African-American,0.7690053910961662
Male,25 - 45,Caucasian,0.7690053880765395
Male,Less than 25,African-American,0.7690053807653507
Male,25 - 45,Caucasian,0.7690053521170632
Male,25 - 45,Caucasian,0.7690053371652027
Female,25 - 45,African-American,0.7690053245150762
Male,25 - 45,Caucasian,0.7690053117807856
Male,25 - 45,African-American,0.7690052784276002
Male,25 - 45,Caucasian,0.7690052380776473
Female,25 - 45,African-American,0.769005235509703
Female,25 - 45,Caucasian,0.7690052298865806
Male,25 - 45,Hispanic,0.7690052286031545
Male,25 - 45,Hispanic,0.7690052063802075
Male,25 - 45,African-American,0.7690052006081438
Male,25 - 45,African-American,0.7690051415845318
Male,25 - 45,Caucasian,0.7690051354214699
Male,25 - 45,Caucasian,0.7690051266399073
Female,Less than 25,African-American,0.7690051167382022
Male,25 - 45,Caucasian,0.769005105331594
Male,25 - 45,African-American,0.7690050619862304
Male,25 - 45,African-American,0.7690050513554398
Male,25 - 45,African-American,0.7690050164048622
Male,Less than 25,Caucasian,0.769005011830292
Male,Greater than 45,African-American,0.7690049273617557
Male,Less than 25,Caucasian,0.7690048844533293
Male,25 - 45,African-American,0.7690048792132236
Male,25 - 45,Other,0.769004739916946
Male,25 - 45,African-American,0.7690047384084756
Male,25 - 45,African-American,0.7690046622346103
Male,25 - 45,Caucasian,0.7690046245056373
Male,25 - 45,African-American,0.7690046125556893
Female,25 - 45,African-American,0.7690045488091649
Female,25 - 45,African-American,0.7690045115337004
Male,25 - 45,African-American,0.7690043800747246
Male,25 - 45,Caucasian,0.7690043434991575
Male,Less than 25,Hispanic,0.769004001567084
Male,25 - 45,Caucasian,0.7690039307025764
Male,25 - 45,Caucasian,0.7690039048136854
Male,25 - 45,African-American,0.7690038286718891
Male,25 - 45,African-American,0.7690035511962493
Male,25 - 45,Caucasian,0.7682751118214141
Male,Greater than 45,African-American,0.7668109447736327
Female,25 - 45,Caucasian,0.7653524333809876
Male,Greater than 45,Caucasian,0.7653493446963301
Male,25 - 45,Caucasian,0.7638913444128335
Male,Greater than 45,Caucasian,0.7638895347148044
Female,25 - 45,Caucasian,0.7638893903834045
Male,25 - 45,Caucasian,0.7638893404506697
Male,25 - 45,Hispanic,0.7638892036045843
Male,25 - 45,African-American,0.7638889172854725
Male,25 - 45,African-American,0.7638888748779465
Male,25 - 45,Caucasian,0.7638887992684469
Male,25 - 45,African-American,0.7638885787635001
Male,25 - 45,African-American,0.7638884964488691
Male,25 - 45,African-American,0.7638883656672433
Male,25 - 45,African-American,0.7638882603981657
Male,25 - 45,Caucasian,0.7638882083731151
Male,25 - 45,Hispanic,0.7638881030402298
Male,25 - 45,Caucasian,0.7638870508740844
Male,25 - 45,African-American,0.7624296258184241
Male,25 - 45,African-American,0.7624289766322003
Male,Greater than 45,Caucasian,0.7624285176308284
Male,Less than 25,Caucasian,0.7624283591838574
Male,25 - 45,Caucasian,0.7624283150019933
Male,25 - 45,Other,0.7624282902702004
Male,25 - 45,Caucasian,0.7624282678390537
Male,Less than 25,African-American,0.7624281803114085
Male,Less than 25,African-American,0.7624281456549931
Female,Greater than 45,African-American,0.7624280957027717
Male,25 - 45,African-American,0.7624280494214407
Male,25 - 45,African-American,0.7624280108730801
Male,25 - 45,African-American,0.7624279779104228
Male,25 - 45,African-American,0.7624279368474035
Male,25 - 45,African-American,0.7624278737807674
Female,25 - 45,Caucasian,0.7624277985678359
Male,25 - 45,Hispanic,0.7624277906609402
Male,25 - 45,African-American,0.762427777016041
Male,Greater than 45,Caucasian,0.7624277133272669
Male,25 - 45,Caucasian,0.7624276006641392
Male,25 - 45,African-American,0.7624275849401866
Male,25 - 45,Caucasian,0.7624275703350935
Male,25 - 45,African-American,0.7624275408002117
Male,25 - 45,African-American,0.7624275375616798
Male,25 - 45,Caucasian,0.7624274918886965
Male,25 - 45,Hispanic,0.7624274724632265
Male,25 - 45,Hispanic,0.7624273641040283
Male,25 - 45,African-American,0.7624273429981363
Female,Less than 25,Caucasian,0.7624273325423281
Male,25 - 45,African-American,0.762427314847391
Male,Less than 25,African-American,0.7624272817225372
Male,25 - 45,African-American,0.7624272248545948
Male,Less than 25,Caucasian,0.7624271619724702
Male,25 - 45,Caucasian,0.7624270870862886
Male,25 - 45,African-American,0.7624270807954243
Male,25 - 45,Caucasian,0.7624270750534144
Male,25 - 45,African-American,0.7624269850426313
Male,25 - 45,African-American,0.7624269488295718
Male,25 - 45,Hispanic,0.7624268936069402
Male,Less than 25,Caucasian,0.7624268093294341
Male,25 - 45,African-American,0.7624268026383179
Male,Greater than 45,Caucasian,0.7624267795611127
Male,25 - 45,Other,0.7624267782248118
Male,25 - 45,African-American,0.7624267562656935
Male,25 - 45,Caucasian,0.7624266871343122
Male,25 - 45,Caucasian,0.7624266182866989
Male,25 - 45,African-American,0.7624264967137317
Male,Less than 25,Caucasian,0.7624264675651558
Male,25 - 45,African-American,0.7624263926324
Male,Greater than 45,African-American,0.7624263495836374
Male,25 - 45,African-American,0.7624262968081672
Male,25 - 45,African-American,0.7624262516796682
Male,25 - 45,Caucasian,0.7624262061588792
Male,25 - 45,Caucasian,0.7624261072259713
Male,Greater than 45,Caucasian,0.7624260929381735
Male,25 - 45,Caucasian,0.7624260776769479
Male,25 - 45,African-American,0.7624260706803926
Male,25 - 45,African-American,0.7624259077766549
Male,25 - 45,African-American,0.7624257842619181
Male,Less than 25,African-American,0.7624256273711113
Male,25 - 45,African-American,0.7624251890445036
Male,25 - 45,Caucasian,0.7624250540049576
Male,Less than 25,Caucasian,0.7624249863623058
Male,25 - 45,Caucasian,0.7624249780025569
Male,Greater than 45,Hispanic,0.7616967063255227
Male,Greater than 45,Caucasian,0.7587738346289502
Male,Greater than 45,African-American,0.7587732304763714
Male,25 - 45,Caucasian,0.7587721184642663
Male,25 - 45,Caucasian,0.7587718999229174
Male,Greater than 45,African-American,0.7587703703688224
Male,25 - 45,Hispanic,0.7573114090402672
Male,25 - 45,Asian,0.7573110277266192
Female,Greater than 45,Caucasian,0.7573104013705575
Male,25 - 45,African-American,0.7573099412027545
Male,Greater than 45,African-American,0.7573099168823573
Male,25 - 45,Caucasian,0.7573096240789734
Male,Greater than 45,African-American,0.7573095041847006
Female,25 - 45,African-American,0.7573092244757903
Male,Greater than 45,Caucasian,0.757308288898631
Male,25 - 45,Other,0.7573081721676762
Male,25 - 45,Caucasian,0.7558500648636716
Female,25 - 45,Hispanic,0.7558497493246278
Male,25 - 45,African-American,0.7558494594547736
Male,25 - 45,African-American,0.7558493931589105
Male,25 - 45,African-American,0.7558491640210273
Male,25 - 45,Other,0.7558490432871807
Male,25 - 45,Caucasian,0.7558488999501123
Male,25 - 45,Caucasian,0.7558488809746533
Male,Greater than 45,African-American,0.7558488401614376
Male,25 - 45,African-American,0.7558487260237253
Male,25 - 45,Caucasian,0.7558486786103452
Male,25 - 45,Hispanic,0.7558485782495359
Male,25 - 45,Caucasian,0.7558485101519025
Male,25 - 45,African-American,0.7558484554877691
Male,25 - 45,African-American,0.7558483998324724
Male,25 - 45,Caucasian,0.755848257884853
Male,25 - 45,Caucasian,0.7558481935120774
Female,25 - 45,Caucasian,0.7558481460691104
Male,25 - 45,Caucasian,0.7558481184813315
